Main_Category_ID,Subcategory_ID,Main_Title,Sub_Title,SUB_URL,Main_URL,Final_URL,,,
296,158,Personal Development,Religion & Spirituality,/courses/personal-development/religion-and-spirituality/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/religion-and-spirituality/,"""",",","""https://www.udemy.com/courses/personal-development/religion-and-spirituality/"","
296,160,Personal Development,Personal Brand Building,/courses/personal-development/personal-brand-building/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/personal-brand-building/,"""",",","""https://www.udemy.com/courses/personal-development/personal-brand-building/"","
296,164,Personal Development,Creativity,/courses/personal-development/creativity/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/creativity/,"""",",","""https://www.udemy.com/courses/personal-development/creativity/"","
296,166,Personal Development,Influence,/courses/personal-development/influence/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/influence/,"""",",","""https://www.udemy.com/courses/personal-development/influence/"","
296,168,Personal Development,Self Esteem & Confidence,/courses/personal-development/self-esteem-and-confidence/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/self-esteem-and-confidence/,"""",",","""https://www.udemy.com/courses/personal-development/self-esteem-and-confidence/"","
296,170,Personal Development,Stress Management,/courses/personal-development/stress-management/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/stress-management/,"""",",","""https://www.udemy.com/courses/personal-development/stress-management/"","
296,172,Personal Development,Memory & Study Skills,/courses/personal-development/memory/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/memory/,"""",",","""https://www.udemy.com/courses/personal-development/memory/"","
296,176,Personal Development,Motivation,/courses/personal-development/motivation/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/motivation/,"""",",","""https://www.udemy.com/courses/personal-development/motivation/"","
296,178,Personal Development,Other Personal Development,/courses/personal-development/other-personal-development/,https://www.udemy.com,https://www.udemy.com/courses/personal-development/other-personal-development/,"""",",","""https://www.udemy.com/courses/personal-development/other-personal-development/"","
269,6,Design,Web Design,/courses/design/web-design/,https://www.udemy.com,https://www.udemy.com/courses/design/web-design/,"""",",","""https://www.udemy.com/courses/design/web-design/"","
269,110,Design,Graphic Design & Illustration,/courses/design/graphic-design-and-illustration/,https://www.udemy.com,https://www.udemy.com/courses/design/graphic-design-and-illustration/,"""",",","""https://www.udemy.com/courses/design/graphic-design-and-illustration/"","
269,112,Design,Design Tools,/courses/design/design-tools/,https://www.udemy.com,https://www.udemy.com/courses/design/design-tools/,"""",",","""https://www.udemy.com/courses/design/design-tools/"","
269,114,Design,User Experience Design,/courses/design/user-experience/,https://www.udemy.com,https://www.udemy.com/courses/design/user-experience/,"""",",","""https://www.udemy.com/courses/design/user-experience/"","
269,116,Design,Game Design,/courses/design/game-design/,https://www.udemy.com,https://www.udemy.com/courses/design/game-design/,"""",",","""https://www.udemy.com/courses/design/game-design/"","
269,120,Design,3D & Animation,/courses/design/3d-and-animation/,https://www.udemy.com,https://www.udemy.com/courses/design/3d-and-animation/,"""",",","""https://www.udemy.com/courses/design/3d-and-animation/"","
269,122,Design,Fashion Design,/courses/design/fashion/,https://www.udemy.com,https://www.udemy.com/courses/design/fashion/,"""",",","""https://www.udemy.com/courses/design/fashion/"","
269,124,Design,Architectural Design,/courses/design/architectural-design/,https://www.udemy.com,https://www.udemy.com/courses/design/architectural-design/,"""",",","""https://www.udemy.com/courses/design/architectural-design/"","
269,128,Design,Interior Design,/courses/design/interior-design/,https://www.udemy.com,https://www.udemy.com/courses/design/interior-design/,"""",",","""https://www.udemy.com/courses/design/interior-design/"","
269,130,Design,Other Design,/courses/design/other-design/,https://www.udemy.com,https://www.udemy.com/courses/design/other-design/,"""",",","""https://www.udemy.com/courses/design/other-design/"","
290,62,Marketing,Digital Marketing,/courses/marketing/digital-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/digital-marketing/,"""",",","""https://www.udemy.com/courses/marketing/digital-marketing/"","
290,64,Marketing,Search Engine Optimization,/courses/marketing/search-engine-optimization/,https://www.udemy.com,https://www.udemy.com/courses/marketing/search-engine-optimization/,"""",",","""https://www.udemy.com/courses/marketing/search-engine-optimization/"","
290,66,Marketing,Social Media Marketing,/courses/marketing/social-media-marketing/,https://www.udemy.com,https://www.udemy.com/courses/marketing/social-media-marketing/,"""",",","""https://www.udemy.com/courses/marketing/social-media-marketing/"","
